User,Alam,Hiburan,Kuliner,Olahraga,Rekreasi,Religius,Sejarah Edukasi,Seni Budaya
User 4216,1.635,0.97,1.16,0.65,1.3175,1.01,2.995,2.295
User 4217,1.645,0.955,1.15,0.65,1.31,1.03,3,2.28
User 4218,1.66,0.94,1.164,0.64,1.3125,1.05,3.01,2.275
User 4219,1.68,0.925,1.134,0.63,1.315,1.07,3.02,2.27
User 4220,1.7,0.915,1.124,0.62,1.32,1.09,3.03,2.26
User 4221,1.715,0.9,1.114,0.62,2.265,1.11,3.04,2.26
User 4222,1.73,0.885,1.126,0.61,1.3225,1.13,3.05,2.275
User 4223,1.75,0.87,1.862,0.6,2.2775,1.15,3.06,2.25
User 4224,1.77,0.86,1.854,0.6,2.285,1.16,3.07,4.055
User 4225,1.785,0.85,1.85,0.59,1.4875,1.18,3.08,4.06
User 4226,1.795,0.835,2.008,0.58,1.3325,1.2,3.085,4.065
User 4227,1.815,0.82,1.062,0.57,1.335,1.22,3.095,4.065
User 4228,1.83,0.81,1.26,0.57,2.3125,1.24,3.105,4.075
User 4229,1.85,0.795,1.088,0.56,1.49,1.26,2.2,4.085
User 4230,1.87,0.785,1.826,0.55,1.345,1.27,3.125,4.075
User 4231,1.88,0.775,1.818,0.54,1.495,1.29,3.13,4.09
User 4232,1.9,0.76,2.004,0.54,1.495,1.31,3.14,2.61
User 4233,1.915,0.745,1.812,0.53,1.345,1.33,3.15,1.945
User 4234,1.935,0.73,1.804,0.52,1.5,1.35,3.16,1.94
User 4235,1.39,0.72,1.798,0.51,1.5,1.36,3.17,1.92
User 4236,1.41,0.71,1.79,0.51,1.375,1.38,3.18,1.915
User 4237,1.985,0.445,1.782,0,1.3775,1.4,3.185,1.915
User 4238,2,0.435,1.778,0,1.3925,1.41,3.195,1.905
User 4239,1.46,0.43,0.948,0,1.385,1.43,3.205,1.91
User 4240,2.025,0.425,0.844,0,1.395,1.44,3.21,1.905
User 4241,1.47,0.425,0.844,0,1.3925,1.55,3.21,4.115
User 4242,1.465,0.425,1.5,0,0.965,1.52,2.33,2.16
User 4243,2.02,0.425,1.498,0,0.9625,1.52,2.34,2.16
User 4244,2.025,0.43,1.77,0,1.2375,1.45,2.33,2.16
User 4245,1.46,0.43,1.768,0,1.2375,1.44,2.33,2.165
User 4246,1.455,0.43,1.668,0,1.24,1.44,2.33,2.16
User 4247,1.46,0.43,1.67,0,1.24,1.43,2.33,2.165
User 4248,1.46,0.43,1.67,0,2.2625,1.43,2.33,2.165
User 4249,1.46,0.68,1.668,0,2.2625,1.43,2.33,2.165
User 4250,1.455,0.69,1.55,0,2.2625,1.43,2.33,4.125
User 4251,1.46,0.725,1.544,0,2.26,1.43,2.33,1.865
User 4252,1.46,2.785,1.542,0,2.2625,1.42,2.33,1.59
User 4253,1.46,2.785,1.54,0,2.26,1.42,2.335,1.86
User 4254,1.485,2.5,1.508,0,2.26,1.42,2.335,1.86
User 4255,1.51,2.5,1.45,0,2.26,1.42,2.335,1.86
User 4256,1.46,2.5,1.506,0,1.9825,1.41,2.335,2.17
User 4257,1.815,2.755,0.628,0,2.26,1.41,2.33,2.16
User 4258,3.225,2.755,1.442,0,1.8325,1.42,2.335,1.855
User 4259,1.455,2.755,0.566,0,1.975,1.42,2.34,1.86
User 4260,1.14,2.755,1.344,0,1.975,1.41,2.345,1.85
User 4261,1.135,2.76,1.342,0,1.685,1.41,2.345,1.85
User 4262,1.13,3.035,1.342,0,1.67,1.41,2.35,1.845
User 4263,1.13,3.03,1.638,0,1.6775,1.41,2.36,1.845
User 4264,1.135,3.03,1.658,0,1.6775,1.4,2.38,1.85
User 4265,1.125,3.03,1.654,0,1.54,1.4,2.35,1.845
User 4266,1.495,3.035,1.654,0,1.9675,1.4,2.35,1.845
User 4267,0.725,3.03,1.34,0,2.1,1.4,2.35,1.77
User 4268,0.725,3.025,1.342,0,1.98,1.4,2.36,1.85
User 4269,0.725,3.025,1.344,0,2.425,1.41,1.475,1.275
User 4270,0.715,3.025,1.342,0,2,1.41,1.73,1.855
User 4271,0.71,3.025,1.34,0,2.425,1.41,1.73,1.265
User 4272,3.21,3.02,1.344,0,1.5475,1.41,1.73,1.17
User 4273,1.47,3.015,2.166,0,1.555,1.42,1.73,1.165
User 4274,1.51,3.02,1.34,0,1.8025,1.42,1.73,1.16
User 4275,1.505,2.94,1.342,0.52,1.8075,0.54,1.335,1.765
User 4276,1.51,3.02,1.342,0,1.6025,0.53,1.335,1.765
User 4277,1.5,3.015,1.344,0.52,1.3325,0.52,1.335,1.87
User 4278,0.705,2.175,1.006,0,1.2875,0.51,1.34,1.77
User 4279,0.705,2.18,1.936,0,1.445,0.51,0.745,2.065
User 4280,0.705,2.935,1.832,0,1.4825,0.51,0.74,1.225
User 4281,0.705,2.095,1.832,0,1.2825,0.5,0.74,1.225
User 4282,0.705,2.925,1.832,0,1.2825,1.44,0.735,1.14
User 4283,0.705,2.925,1.832,0,1.435,0,0.735,1.135
User 4284,0.71,2.085,1.83,1.03,1.4325,0,0.735,1.14
User 4285,0.71,2.08,1.934,1.05,1.2825,0,1.355,1.135
User 4286,0.71,2.08,2.164,1.02,1.2875,0,0.73,1.215
User 4287,0.71,2.075,2.018,1.02,1.2875,0,0.735,1.155
User 4288,0.71,2.07,2.834,1.01,1.2825,0,0.745,1.14
User 4289,0.715,2.065,3.434,1.02,1.2925,0,0.745,1.135
User 4290,0.72,2.065,2.87,1,1.6825,0,0.745,1.14
User 4291,0.725,2.065,1.966,0.99,1.64,0,0.73,1.14
User 4292,0.72,2.065,2.868,0.99,1.2425,0,0.73,3.22
User 4293,0.72,2.065,2.656,1,1.2425,0,0.73,1.18
User 4294,0.725,2.075,2.746,1,0.9475,0,0.8,1.14
User 4295,0.725,1.775,2.536,0.99,0.9475,0,0.785,1.14
User 4296,0.73,1.77,2.536,0.99,0.9475,0,0.78,1.135
User 4297,0.73,1.77,2.536,1,0.9475,0,0.8,1.14
User 4298,0.73,1.775,2.742,0.99,0.95,0,0.735,1.14
User 4299,0.73,1.77,2.742,0.99,0.9475,0,0.735,1.14
User 4300,0.73,1.775,2.742,0.99,0.9475,0,0.73,1.145
User 4301,0.735,1.77,2.742,0.99,0.945,0,0.73,1.14
User 4302,0.75,1.775,2.742,0.99,0.94,0,0.73,1.145
User 4303,0.755,1.775,2.74,0.83,0.94,0,0.73,1.15
User 4304,0.74,1.77,2.74,0.81,0.935,0,0.73,3.22
User 4305,0.74,1.775,2.74,0.83,0.9375,0,0.73,3.22
User 4306,0.78,2.075,2.74,0.82,0.935,0,0.725,3.225
User 4307,0.78,2.075,2.742,0.82,0.9375,0,0.725,3.225
User 4308,0,2.075,2.742,0.82,0.935,0,0.725,3.225
User 4309,0.78,2.075,2.74,0.82,0.935,0,0.725,3.225
User 4310,0.745,2.075,2.74,0.8,0.935,0,0.73,3.225
User 4311,0,2.075,2.74,0.82,0.935,0,0.725,3.225
User 4312,0.78,2.075,2.74,0.81,0.935,0,0.725,3.225
User 4313,0.78,2.075,2.74,0.82,0.9375,0,0.73,3.225
User 4314,0.785,2.07,2.74,0.81,0.935,0,0.73,3.225
User 4315,0.785,2.065,2.738,0.8,0.9375,0,0.73,3.23
User 4316,0.75,2.06,2.736,0.8,0.94,0,0.735,3.23
User 4317,0.78,2.05,2.702,0.79,0.945,0,0.735,3.235
User 4318,0.755,2.045,2.698,0.78,0.9475,0,0.74,3.235
User 4319,0.785,2.025,2.694,0.78,0.9475,0.51,0.745,3.24
User 4320,0.765,2.02,2.798,0.77,0.95,0.53,0.745,3.245
User 4321,0.765,1.72,2.792,0.76,0.95,0.52,0.75,3.245
User 4322,1.025,1.99,2.79,0.75,1.08,0.57,1.005,3.25
User 4323,1.045,1.99,2.79,0.75,1.0875,0.56,1.02,3.255
User 4324,1.055,1.975,2.79,0.74,1.095,0.57,1.035,3.26
User 4325,1.065,1.97,2.788,0.73,1.1,0.6,1.045,3.265
User 4326,1.075,1.94,2.79,0.72,1.1075,0.64,1.06,3.265
User 4327,1.09,1.92,2.788,0.72,1.115,0.66,1.075,3.27
User 4328,1.105,1.905,2.788,0.71,1.12,0.65,1.09,1.215
User 4329,1.12,1.89,2.786,0.7,1.1275,0.67,1.105,3.28
User 4330,1.13,1.885,2.786,0.69,1.1325,0.69,1.115,3.285
User 4331,1.145,1.865,2.788,0.68,1.14,0.71,1.13,3.29
User 4332,1.165,1.855,2.786,0.68,1.15,0.73,1.145,3.29
User 4333,1.17,1.835,2.786,0.67,1.155,0.74,1.155,3.295
User 4334,1.185,1.83,2.788,0.66,1.1625,0.76,1.17,3.3
User 4335,1.2,1.815,2.786,0.65,1.17,0.78,1.18,3.305
User 4336,1.205,1.805,2.788,0.65,1.175,0.79,1.19,3.305
User 4337,1.31,1.8,2.794,0.64,1.1825,0.81,1.205,1.215
User 4338,1.235,1.785,2.902,0.64,1.185,0.83,1.215,1.215
User 4339,1.245,1.78,2.916,0.65,1.1925,0.84,1.225,1.21
User 4340,1.355,1.765,2.806,0.64,1.2025,0.85,1.24,1.21
User 4341,1.265,1.75,2.79,0.63,1.2075,0.87,1.25,3.325
User 4342,1.28,1.745,2.792,0.62,1.215,0.89,1.26,1.205
User 4343,1.285,1.735,2.366,0.61,1.5375,0.9,1.27,3.33
User 4344,1.295,1.73,2.792,0.61,1.54,0.91,1.28,3.335
User 4345,1.405,1.735,2.362,0.61,1.55,0.91,1.28,3.335
User 4346,1.3,1.73,2.362,0.6,1.54,0.91,1.275,3.335
User 4347,1.295,1.73,2.364,0.61,1.5425,0.91,1.275,3.335
User 4348,1.3,1.73,2.362,0.61,1.54,0.91,1.275,3.335
User 4349,1.3,1.73,2.788,0.61,1.54,0.91,1.28,3.335
User 4350,1.3,1.73,2.788,0.61,1.5425,0.92,1.285,3.335
User 4351,1.3,1.73,2.788,0.61,1.54,0.91,1.285,3.335
User 4352,1.3,1.725,2.356,0.61,1.5425,0.92,1.285,3.335
User 4353,1.3,1.725,2.792,0.61,1.54,0.92,1.285,3.335
User 4354,1.305,1.725,2.792,0.61,1.515,0.92,1.285,3.335
User 4355,1.305,1.725,2.79,0.61,1.54,0.92,1.29,3.335
User 4356,1.31,1.72,2.908,0.6,1.54,0.93,1.29,3.335
User 4357,1.315,1.715,2.548,0.6,1.54,0.94,1.295,3.34
User 4358,1.32,1.715,2.79,0.6,1.545,0.95,1.305,3.34
User 4359,1.33,1.7,2.468,0.6,1.2575,0.96,1.315,3.34
User 4360,1.46,1.69,2.464,0.59,1.545,1.8,1.32,3.345
User 4361,1.35,1.68,2.906,0.59,1.545,0.99,1.335,3.345
User 4362,1.36,1.67,2.902,0.59,1.5575,1,1.535,3.35
User 4363,1.37,1.7,3.034,0.58,1.56,1.02,1.355,3.355
User 4364,1.385,1.735,2.586,0.58,1.27,1.03,1.365,3.355
User 4365,1.405,1.725,2.446,0.57,1.275,1.05,1.38,3.36
User 4366,1.555,1.715,2.442,0.56,1.285,1.84,1.39,3.365
User 4367,1.575,1.71,2.474,0.56,1.56,1.86,1.405,3.37
User 4368,1.595,1.7,2.624,0.56,1.2925,1.14,1.415,3.375
User 4369,1.61,1.69,2.474,0.58,1.895,1.13,1.43,3.375
User 4370,1.63,1.625,2.432,0.54,1.3175,1.17,1.445,3.38
User 4371,1.65,1.565,2.586,0.53,1.3175,1.2,1.455,3.385
User 4372,1.755,1.55,2.416,0.52,1.3225,1.19,1.47,3.385
User 4373,1.315,1.535,2.42,0.51,1.33,1.42,1.485,3.39
User 4374,1.335,1.645,2.42,0.51,1.235,1.43,1.535,3.395
User 4375,1.535,1.635,2.42,0.5,1.2225,1.27,1.51,3.395
User 4376,1.405,1.5,2.412,0,1.2325,1.29,1.525,3.4
User 4377,1.415,1.635,2.404,0,1.2475,1.31,1.54,3.405
User 4378,1.43,3.86,2.394,0,1.2525,1.32,1.555,3.41
User 4379,1.805,3.715,2.288,0,1.2525,1.34,1.585,3.41
User 4380,1.825,3.705,1.87,0,1.2625,1.36,1.6,3.415
User 4381,1.84,3.695,2.282,0,1.2725,1.37,1.615,3.42
User 4382,1.875,3.835,2.28,0,1.7475,1.39,1.62,3.42
User 4383,1.89,3.83,2.278,0,1.285,1.4,1.63,3.425
User 4384,1.905,3.67,1.848,0,1.2925,1.42,1.635,3.43
User 4385,1.455,3.665,1.942,0,2.5475,1.43,1.64,3.43
User 4386,1.47,3.655,1.814,0,2.5525,1.44,1.675,3.435
User 4387,1.49,3.645,1.834,0,2.56,1.46,1.665,3.435
User 4388,1.96,3.64,1.808,0,2.565,1.47,1.665,3.44
User 4389,1.975,3.635,2.244,0,2.5675,1.49,1.675,3.44
User 4390,1.52,3.63,2.242,0,2.5775,1.5,1.68,3.44
User 4391,1.53,3.8,1.796,0,2.5825,1.51,1.685,3.445
User 4392,1.54,3.625,2.24,5,2.745,1.52,1.695,3.445
User 4393,1.55,3.615,2.264,5,2.75,1.53,1.7,3.45
User 4394,1.555,3.695,1.788,5,2.75,1.55,1.705,3.45
User 4395,1.565,3.61,1.62,5,2.7525,1.55,1.71,3.45
User 4396,1.57,3.785,1.646,5,2.755,1.55,1.72,3.455
User 4397,1.57,3.785,2.096,5,2.755,1.57,1.715,3.455
User 4398,1.57,3.785,2.096,5,2.755,1.58,1.715,3.455
User 4399,1.57,3.785,2.1,5,2.755,1.56,1.715,3.45
User 4400,1.57,3.785,1.638,5,2.755,1.57,1.715,3.45
User 4401,1.57,3.81,2.1,5,2.755,1.56,1.715,3.455
User 4402,1.57,3.785,2.1,5,2.755,1.56,1.72,3.455
User 4403,1.575,3.785,2.098,5,2.755,1.68,1.72,3.455
User 4404,1.58,3.785,2.098,5,2.755,1.55,1.725,3.455
User 4405,1.585,3.78,1.636,5,2.7575,1.55,1.725,3.455
User 4406,1.59,3.78,2.634,5,2.76,1.56,1.73,3.46
User 4407,1.6,2.135,1.626,5,2.7625,1.56,1.735,3.46
User 4408,1.61,3.775,1.614,5,2.77,1.57,1.745,3.475
User 4409,1.62,2.135,2.12,5,2.91,1.58,1.75,3.475
User 4410,1.665,2.125,2.114,5,2.79,1.59,1.755,3.505
User 4411,1.675,2.12,2.104,5,2.795,1.6,1.76,3.47
User 4412,1.685,2.065,2.1,5,2.805,1.61,1.77,2.89
User 4413,1.695,2.12,2.07,5,2.8075,1.62,1.775,2.89
User 4414,1.705,2.115,1.992,5,2.8175,1.63,1.78,2.91
User 4415,2.18,2.045,1.992,5,2.8225,1.65,1.795,2.87
User 4416,2.19,2.105,2.35,1.48,2.8275,1.66,1.8,2.88
User 4417,1.74,2.135,2.442,1.48,2.8425,1.67,1.805,2.9
User 4418,2.21,2.12,2.34,1.47,2.845,1.69,1.815,3.805
User 4419,2.21,2.11,2.344,1.48,2.8475,1.7,1.825,2.845
User 4420,2.22,2.1,2.388,1.46,2.8575,1.71,1.835,2.895
User 4421,2.23,3.725,2.322,1.46,2.855,1.73,1.84,2.065
User 4422,1.345,3.72,2.32,1.45,2,1.74,1.845,2.05
User 4423,1.355,2.085,2.318,1.45,1.98,1.75,1.86,2.05
User 4424,1.805,2.08,2.37,1.45,2.0975,1.76,1.865,2.24
User 4425,1.82,1.88,2.438,1.44,1.995,1.78,1.87,2.23
User 4426,1.835,1.94,2.358,1.44,2.0075,1.79,1.875,2.225
User 4427,1.845,1.935,2.43,1.44,2.0175,1.8,1.885,2.225
User 4428,1.855,1.935,2.368,1.44,2.0175,1.82,1.895,2.035
User 4429,1.875,1.82,2.29,1.44,2.02,1.83,1.9,1.97
User 4430,1.905,1.81,1.718,1.43,2.115,1.85,1.91,1.955
User 4431,1.9,1.86,1.602,1.43,1.81,1.87,1.915,1.96
User 4432,1.915,1.855,1.598,1.43,1.9325,1.88,1.92,1.935
User 4433,1.93,1.85,1.7,1.43,1.915,1.9,1.93,1.93
User 4434,1.945,1.705,1.616,1.43,1.8025,1.91,1.94,1.925
User 4435,2.39,1.7,1.612,1.43,1.9175,1.93,1.95,3.49
User 4436,2.4,1.655,1.674,1.43,1.85,1.96,1.96,3.49
User 4437,1.995,1.61,1.992,1.44,1.8025,1.97,1.975,3.495
User 4438,1.995,1.595,1.888,1.43,1.8,1.98,1.99,1.84
User 4439,2,1.59,1.888,1.42,1.7975,1.99,1.98,1.835
User 4440,2.03,1.58,1.884,1.42,1.795,2,1.99,1.825
User 4441,2.045,1.575,1.614,1.42,1.8,2.02,2,1.825
User 4442,3.505,1.565,1.682,1.42,1.875,2.09,2.01,1.82
User 4443,2.125,1.565,2.366,1.42,1.8825,2.09,2.02,1.765
User 4444,2.03,1.545,1.648,1.42,1.89,2.07,2.155,1.72
User 4445,2.035,1.53,2.426,2.76,1.895,2.07,2.16,1.72
User 4446,2.04,1.52,1.854,2.75,2.41,2.07,2.065,1.73
User 4447,2.045,1.51,2.402,1.42,1.7975,2.08,2.06,1.72
User 4448,2.075,1.5,2.398,2.74,1.7925,2.08,2.07,1.715
User 4449,2.07,1.49,1.714,1.42,1.795,2.14,2.085,1.73
User 4450,2.075,1.485,1.82,1.41,1.7925,2.1,2.175,1.735
User 4451,2.085,1.475,1.818,1.4,2.0225,2.17,2.17,1.835
User 4452,2.095,1.465,1.87,1.41,2.0675,2.1,1.91,1.725
User 4453,2.105,1.45,2.472,5,2.3625,3.1,1.915,1.73
User 4454,2.125,1.44,2.466,5,2.705,2.12,2.19,1.79
User 4455,2.135,1.43,2.464,5,2.13,2.14,2.2,1.785
User 4456,2.15,1.425,2.598,5,2.1325,2.15,2.175,1.77
User 4457,2.17,3.255,1.858,5,2.3875,2.15,1.915,1.76
User 4458,2.205,1.395,1.854,5,2.1475,2.17,2.135,1.765
User 4459,2.195,1.39,1.85,5,2.1275,5,1.915,1.745
User 4460,2.205,1.375,1.846,5,1.8075,2.35,2.455,1.73
User 4461,2.22,1.355,3.134,5,1.8125,2.48,2.095,1.73
User 4462,2.235,1.34,3.132,5,2.15,2.39,2.16,1.72
User 4463,2.245,1.33,1.772,5,2.16,2.53,2.015,1.72
User 4464,2.26,1.32,1.764,5,2.7375,2.25,2.015,1.715
User 4465,2.275,1.315,1.754,5,2.7575,2.26,2.5,1.71
User 4466,2.285,1.31,1.75,2.35,3.42,2.27,2.04,1.46
User 4467,2.3,3.21,1.75,2.35,3.4175,2.28,2.515,1.455
User 4468,2.335,1.985,1.684,1.76,3.415,2.29,2.045,1.445
User 4469,3.495,1.97,1.676,1.77,2.7625,2.3,2.525,3.36
User 4470,3.24,1.295,2.438,2.36,2.7625,2.31,2.05,1.43
User 4471,3.245,1.37,1.812,2.36,2.43,2.32,2.025,1.69
User 4472,3.255,1.355,1.802,2.37,2.4225,2.35,2.055,1.585
User 4473,3.27,1.345,1.808,2.38,2.43,2.35,2.06,1.685
User 4474,3.525,1.325,1.49,2.38,2.4275,2.35,2.01,1.41
User 4475,2.765,2.015,1.366,5,2.4175,2.36,1.99,1.405
User 4476,2.77,3.27,1.372,1.08,1.7675,2.35,1.9,1.395
User 4477,2.935,3.325,1.37,1.08,1.635,2.36,2.405,3.36
User 4478,2.92,3.37,1.362,2.4,1.6425,2.35,3.17,3.36
User 4479,2.93,3.365,1.368,4.25,1.775,2.37,2.445,3.36
User 4480,2.905,1.385,1.72,5,1.725,2.43,2.42,3.365
User 4481,2.92,1.375,1.714,2.42,1.545,2.39,1.905,3.37
User 4482,2.93,1.36,1.71,5,1.555,2.44,1.9,3.165
User 4483,2.945,1.345,1.33,5,2.5375,2.45,1.91,1.16
User 4484,2.955,1.335,1.34,5,1.5625,2.47,1.915,3.29
User 4485,2.97,1.325,1.734,5,1.6525,2.48,1.925,3.16
User 4486,2.985,1.31,1.812,0.85,1.5475,2.52,1.93,1.125
User 4487,3.005,1.3,1.806,0.84,1.55,2.51,1.94,3.285
User 4488,3.055,1.25,1.706,0.84,1.8925,2.53,1.95,3.29
User 4489,3.075,1.245,1.696,0.85,1.5675,2.54,1.955,3.28
User 4490,3.05,1.245,1.694,0.85,1.5525,2.56,1.965,1.085
User 4491,3.06,1.24,1.69,0.85,1.55,2.58,1.97,3.295
User 4492,3.07,1.245,1.686,0.85,1.5575,2.59,1.985,3.155
User 4493,3.08,1.25,1.682,0.86,1.5575,2.6,2.515,3.155
User 4494,3.075,1.235,1.686,0.86,1.5575,2.59,2.51,3.425
User 4495,3.07,1.235,1.664,0.94,1.68,2.6,2.495,3.425
User 4496,3.07,1.235,1.686,0.95,1.555,2.59,2.51,3.425
User 4497,3.07,1.235,1.662,0.94,1.5575,2.6,2.51,3.315
User 4498,3.1,1.24,1.664,0.94,1.6825,2.64,2.515,3.42
User 4499,3.1,1.24,1.662,0.94,1.6825,2.64,2.515,3.42
User 4500,3.1,1.24,1.666,0.94,1.67,2.64,2.515,3.42
User 4501,3.095,3.28,1.666,0.94,1.67,2.64,2.49,3.42
User 4502,3.095,1.255,1.672,0.94,1.765,2.64,2.49,3.35
User 4503,3.1,1.25,1.678,0.94,1.765,2.64,2.49,3.36
User 4504,3.105,1.25,1.658,0.93,1.77,2.65,2.49,3.42
User 4505,3.105,1.25,1.77,0.86,1.8225,2.65,2.51,3.385
User 4506,3.71,1.25,1.748,0.86,1.815,2.65,2.51,3.385
User 4507,3.715,1.245,0.924,0.86,1.675,2.65,2.77,1.33
User 4508,3.72,1.195,0.93,0.86,2.26,2.66,2.615,1.325
User 4509,3.36,1.195,0.916,0.86,1.945,2.66,2.58,1.32
User 4510,3.545,1.14,0.93,0.86,2.1025,2.67,2.495,1.32
User 4511,3.565,1.19,0.914,0.86,2.1025,2.66,2.495,1.32
User 4512,3.76,1.11,0.912,0.92,2.105,2.65,2.5,1.325
User 4513,3.54,1.115,3.318,0.91,3.12,2.66,2.505,1.33
User 4514,3.54,3.16,0.942,0.91,2.0925,2.66,2.71,1.64
User 4515,3.825,1.065,1.082,0.91,2.0975,2.67,2.7,1.63
User 4516,3.825,1.055,1.006,0.9,2.1325,2.68,3.32,1.63
User 4517,1.74,1.055,0.996,0.9,2.1475,2.68,3.275,1.33
User 4518,1.735,1.055,1.002,0.9,2.1425,5,2.76,1.325
User 4519,1.735,1.05,0.994,0.9,2.115,3.72,3.155,1.33
User 4520,3.83,1.05,0.994,0.9,2.12,2.69,3.15,1.635
User 4521,1.765,1.045,0.994,0.9,2.1025,5,3.155,1.335
User 4522,1.735,1.045,1.074,0.89,2.13,3.67,2.92,1.68
User 4523,1.735,1.045,1.078,0.88,2.1325,3.66,1.13,1.64
User 4524,1.73,1.045,1.084,0.83,2.16,3.66,1.36,1.685
User 4525,1.735,1.045,1.1,0.82,3.3675,3.66,1.655,1.69
User 4526,1.735,1.04,1.056,0.8,2.4675,3.66,1.12,1.725
User 4527,1.735,1.04,1.056,0.79,2.31,3.66,1.655,1.65
User 4528,1.75,1.04,1.198,0.79,2.3075,3.66,1.355,1.74
User 4529,1.745,1.04,1.194,0.79,2.415,3.66,1.66,1.73
User 4530,1.745,1.045,1.196,0.78,2.315,2.74,1.115,1.695
User 4531,1.75,1.04,1.22,0.78,2.4975,3.67,1.11,1.695
User 4532,1.75,1.04,1.208,0.77,2.5375,3.72,1.655,1.725
User 4533,2.9,1.045,1.21,0.77,1.49,3.73,1.705,1.725
User 4534,5,1.045,1.902,0.77,1.515,3.73,1.66,1.73
User 4535,2.9,1.07,1.224,0.76,1.4025,3.73,1.71,1.76
User 4536,2.9,1.065,1.796,0.76,1.4125,0.82,1.745,1.785
User 4537,2.895,1.045,1.15,0.75,1.98,0.81,1.735,1.785
User 4538,2.25,1.045,1.102,0.75,1.5375,0.81,1.74,1.79
User 4539,2.245,1.05,2.726,0.75,1.41,0.83,1.75,3.14
User 4540,2.275,1.05,2.132,0.74,1.4125,0.81,1.775,3.845
User 4541,2.27,1.1,1.29,0.74,2.1775,0.8,1.745,2.145
User 4542,2.255,1.065,1.28,0.73,2.265,0.8,1.745,2.145
User 4543,2.27,1.185,1.286,0.73,2.2625,0.8,1.745,2.145
User 4544,2.27,1.06,1.284,0.73,2.2625,0.8,1.745,2.145
User 4545,2.275,1.055,1.28,0.73,2.1775,0.81,1.75,2.145
User 4546,2.28,1.055,1.282,0.73,1.61,0.81,1.75,2.14
User 4547,2.285,1.05,2.13,0.73,2.21,0.82,1.755,2.14
User 4548,2.29,1.04,1.272,0.73,2.1775,0.83,1.765,2.135
User 4549,2.305,1.03,2.12,0.72,2.115,0.84,1.77,2.13
User 4550,2.315,1.02,1.264,0.72,1.55,0.85,1.78,2.125
User 4551,2.33,1.035,2.11,0.72,1.545,0.87,1.79,2.12
User 4552,2.34,1.03,1.25,0.71,1.55,0.89,1.8,2.115
User 4553,2.35,1.33,1.244,0.71,1.5525,0.91,1.815,2.11
User 4554,2.365,2.875,1.196,0.7,1.555,0.92,1.82,2.105
User 4555,2.38,1.29,1.226,0.69,1.5575,0.94,1.835,1.895
User 4556,2.395,0.96,1.164,0.69,1.5575,0.96,1.845,1.885
User 4557,1.005,0.95,1.21,0.68,2.1175,0.98,1.86,1.88
User 4558,2.425,0.95,1.838,0.68,1.57,1,1.87,1.875
User 4559,2.44,0.935,1.832,0.67,1.57,1.04,1.81,1.865
User 4560,2.455,0.93,1.836,0.67,1.5775,1.05,1.895,1.865
User 4561,2.475,0.91,1.822,0.66,1.5775,1.07,1.825,1.855
User 4562,1.09,3.085,1.812,0.66,1.5775,1.08,1.92,1.845
User 4563,1.105,2.315,1.806,0.65,2.125,1.11,1.84,1.845
User 4564,4.515,1.16,1.794,0.64,2.1275,1.15,1.96,1.84
User 4565,3.12,2.265,1.766,0.63,2.13,1.19,1.765,2.03
User 4566,3.125,2.255,1.764,0.62,2.1325,1.21,1.775,2.04
User 4567,3.135,2.25,1.758,0.61,2.13,4.7,1.785,2.015
User 4568,3.14,1.31,1.754,0.61,2.13,1.28,1.8,3.085
User 4569,3.15,4.975,1.746,0.6,2.1325,1.25,1.81,2.025
User 4570,3.16,4.19,2.468,0.6,2.1325,1.27,1.82,2.015
User 4571,3.165,3.055,2.462,0.59,2.1375,1.28,1.825,1.985
User 4572,3.17,4.98,2.464,0.59,2.1425,1.3,1.835,2.01
User 4573,3.175,2.99,1.794,0.59,2.14,1.3,1.845,1.9
User 4574,3.18,3.295,2.456,0.58,2.1425,1.31,2.08,1.895
User 4575,4.565,2.78,2.458,0.58,2.14,1.3,3.915,1.91
User 4576,4.565,2.785,2.456,0.58,2.14,1.3,3.915,2.01
User 4577,3.175,3.035,2.458,0.58,2.3825,1.29,3.915,1.905
User 4578,3.175,3.035,2.458,0.58,2.14,1.3,2.08,3.045
User 4579,4.565,2.785,2.456,0.58,2.14,1.3,3.915,2.945
User 4580,2.655,2.88,2.456,0.58,2.14,1.3,3.71,3.045
User 4581,2.66,2.86,2.456,0.58,2.14,1.3,3.69,3.045
User 4582,2.655,2.88,2.454,0.57,2.14,1.3,2.065,1.97
User 4583,2.65,2.785,1.634,0.57,2.14,1.3,2.07,1.97
User 4584,2.655,2.785,1.632,0.57,2.1375,1.3,2.07,1.87
User 4585,2.67,2.79,0.902,0.57,2.1375,1.3,2.07,1.865
User 4586,4.58,2.79,0.764,0.57,2.14,1.31,2.07,1.865
User 4587,4.565,3.3,1.064,0.57,2.14,1.23,2.07,1.97
User 4588,2.665,1.16,0.906,0.57,1.9275,1.22,2.075,1.975
User 4589,3.085,1.16,0.762,0.57,1.9275,1.31,2.075,3.045
User 4590,4.575,1.165,0.892,0.56,2.045,1.29,3.92,1.975
User 4591,4.575,1.4,0.888,0.56,2.12,1.29,3.925,1.97
User 4592,4.575,1.76,0.888,0.56,2.25,1.29,3.97,2.94
User 4593,4.88,1.76,0.932,0.56,2.91,1.29,3.93,3.04
User 4594,4.88,1.395,0.93,0.57,2.8625,1.29,3.93,3.04
User 4595,4.88,1.395,0.932,0.57,2.895,1.29,3.935,2.935
